,INSTNM,CITY,ZIP,LATITUDE,LONGITUDE
3518,Eastern Virginia Medical School,Norfolk,23507,36.861232,-76.300694
3519,Centura College-Virginia Beach,Virginia Beach,23452-7431,36.837648,-76.064499
3520,Emory & Henry College,Emory,24327-0947,36.772857,-81.829142
3521,Eastern Mennonite University,Harrisonburg,22802-2462,38.471134,-78.880326
3522,Eastern Shore Community College,Melfa,23410,37.640453,-75.750791
3523,Ferrum College,Ferrum,24088-9000,36.926912,-80.02163900000001
3524,George Mason University,Fairfax,22030-4444,38.829976,-77.307428
3525,Germanna Community College,Locust Grove,22508-2102,38.375532,-77.78012
3526,Hampden-Sydney College,Hampden-Sydney,23943-0128,37.240615000000005,-78.46421600000001
3527,Hampton University,Hampton,23668-0099,37.019944,-76.339161
3528,Hollins University,Roanoke,24020,37.354201,-79.943277
3529,J Sargeant Reynolds Community College,Richmond,23228-2327,37.636837,-77.47391800000001
3530,James Madison University,Harrisonburg,22807,38.436310999999996,-78.87048399999999
3531,John Tyler Community College,Chester,23831-5316,37.346253999999995,-77.40791899999999
3532,Liberty University,Lynchburg,24515,37.350232,-79.18222
3533,Longwood University,Farmville,23909,37.301137,-78.39575
3534,Lord Fairfax Community College,Middletown,22645,39.036001,-78.267336
3535,University of Lynchburg,Lynchburg,24501-3113,37.399774,-79.181653
3536,Centra College of Nursing,Lynchburg,24501,37.4051,-79.17410100000001
3537,Mary Baldwin University,Staunton,24401,38.153884000000005,-79.069273
3538,University of Mary Washington,Fredericksburg,22401-5300,38.302492,-77.476055
3539,Marymount University,Arlington,22207-4299,38.905561999999996,-77.128785
3540,Sovah School of Health Professions,Danville,24541,36.577965,-79.405312
3541,Mountain Empire Community College,Big Stone Gap,24219,36.854421,-82.758277
3542,American National University,Salem,24153,37.299743,-80.023602
3543,New River Community College,Dublin,24084-3660,37.105239000000005,-80.69605
3544,Sentara College of Health Sciences,Chesapeake,23320,36.777043,-76.243308
3545,Tidewater Tech-Trades,Norfolk,23502,36.872067,-76.219928
3546,Norfolk State University,Norfolk,23504-8000,36.848428999999996,-76.261375
3547,Northern Virginia Community College,Annandale,22003-3796,38.833361,-77.23671800000001
3548,Old Dominion University,Norfolk,23529,36.886418,-76.30666
3549,Patrick Henry Community College,Martinsville,24112,36.737893,-79.871133
3550,Paul D Camp Community College,Franklin,23851,36.674527000000005,-76.93757
3551,Southside College of Health Sciences,Colonial Heights,23834,37.267703999999995,-77.400278
3552,Piedmont Virginia Community College,Charlottesville,22902-7589,38.006895,-78.483707
3553,Radford University,Radford,24142,37.136907,-80.549728
3554,Sylvain Melloul International Hair Academy,Lynchburg,24502-2652,37.364298,-79.179789
3555,Randolph-Macon College,Ashland,23005-5505,37.76043,-77.47841600000001
3556,Randolph College,Lynchburg,24503-1555,37.437315000000005,-79.171887
3557,Rappahannock Community College,Glenns,23149-2616,37.564425,-76.623913
3558,Fortis College-Norfolk,Norfolk,23502-4101,36.846983,-76.190241
3559,Richard Bland College,South Prince George,23805-7100,37.156971999999996,-77.39993199999999
3560,Bon Secours Memorial College of Nursing,Richmond,23227-1149,37.646698,-77.43356899999999
3561,University of Richmond,University of Richmond,23173,37.577393,-77.53880600000001
3562,Riverside College of Health Careers,Newport News,23601,37.034971999999996,-76.456164
3563,Roanoke College,Salem,24153-3794,37.294861,-80.05546700000001
3564,Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,23227,37.64687,-77.433201
3565,Shenandoah University,Winchester,22601-5195,39.167355,-78.157433
3566,Southern Virginia University,Buena Vista,24416,37.740368,-79.35037
3567,Southside Virginia Community College,Alberta,23821,36.839065999999995,-77.917962
3568,Southwest Virginia Community College,Cedar Bluff,24609,37.006196,-81.79668199999999
3569,Staunton School of Cosmetology,Staunton,24401-4323,38.149508000000004,-79.07081099999999
3570,Strayer University-Virginia,Arlington,22201,38.890995000000004,-77.08529399999999
3571,Sweet Briar College,Sweet Briar,24595-9998,37.556725,-79.081014
3572,Thomas Nelson Community College,Hampton,23666,37.063821000000004,-76.420046
3573,Tidewater Community College,Norfolk,23510,36.8501,-76.289904
3574,Union Presbyterian Seminary,Richmond,23227,37.578928000000005,-77.449314
3575,The University of Virginia's College at Wise,Wise,24293-4400,36.970602,-82.559656
3576,Virginia Highlands Community College,Abingdon,24212-0828,36.698865999999995,-82.001118
3577,Virginia Polytechnic Institute and State University,Blacksburg,24061-0131,37.229012,-80.423675
3578,Virginia Western Community College,Roanoke,24015,37.245028999999995,-79.973011
3579,Virginia Commonwealth University,Richmond,23284-2512,37.549620000000004,-77.452697
3580,University of Virginia-Main Campus,Charlottesville,22903-2628,38.035665,-78.503428
3581,Virginia Military Institute,Lexington,24450-0304,37.7896,-79.437067
3582,Virginia School of Hair Design,Hampton,23669,37.025306,-76.346436
3583,Virginia University of Lynchburg,Lynchburg,24501,37.395187,-79.151615
3584,Virginia State University,Petersburg,23806,37.234691999999995,-77.419026
3585,Virginia Union University,Richmond,23220,37.562405,-77.450903
3586,Virginia Wesleyan University,Virginia Beach,23455,36.868417,-76.18606
3587,Washington and Lee University,Lexington,24450-2116,37.788939,-79.44301800000001
3588,Wytheville Community College,Wytheville,24382-3308,36.95731,-81.07118100000001
3589,Bellevue College,Bellevue,98007-6484,47.584014,-122.15011799999999
3590,Bellingham Technical College,Bellingham,98225-1599,48.766189000000004,-122.51216000000001
3591,Big Bend Community College,Moses Lake,98837-3299,47.183651,-119.325678
3592,Central Washington University,Ellensburg,98926-7501,47.002687,-120.53836799999999
3593,Centralia College,Centralia,98531-4099,46.715016999999996,-122.960591
3594,City University of Seattle,Seattle,98121,47.617381,-122.344594
3595,Paul Mitchell the School-Richland,Richland,99352,46.226259999999996,-119.246059
3596,Clark College,Vancouver,98663-3598,45.636133,-122.651257
3597,Clover Park Technical College,Lakewood,98499-4004,47.176084,-122.497873
3598,Columbia Basin College,Pasco,99301,46.252159999999996,-119.12103
3599,Cornish College of the Arts,Seattle,98121,47.618173999999996,-122.336238
3600,Divers Institute of Technology,Seattle,98103,47.647402,-122.34089399999999
3601,Eastern Washington University,Cheney,99004-2496,47.490666999999995,-117.583808
3602,Edmonds Community College,Lynnwood,98036-5912,47.816376,-122.327598
3603,Everett Community College,Everett,98201,48.006626000000004,-122.20473600000001
3604,Paroba College of Cosmetology,Everett,98203,47.907818,-122.243673
3605,The Evergreen State College,Olympia,98505-0001,47.07382,-122.977492
3606,Pierce College-Fort Steilacoom,Lakewood,98498-1999,47.172082,-122.570935
3607,Glen Dow Academy of Hair Design,Spokane,99201,47.657719,-117.416526
3608,Gonzaga University,Spokane,99258-0001,47.666531,-117.400625
3609,Grays Harbor College,Aberdeen,98520-7599,46.953881,-123.803068
3610,Green River College,Auburn,98092-3622,47.313648,-122.17581899999999
3611,Toni & Guy Hairdressing Academy-Shoreline,Shoreline,98133,47.761696,-122.344548
3612,Heritage University,Toppenish,98948,46.3748,-120.394972
3613,Highline College,Des Moines,98198-9800,47.388231,-122.30306399999999
3614,International Air and Hospitality Academy,Vancouver,98661,45.627871,-122.63975900000001
3615,Bastyr University,Kenmore,98028-4966,47.729935,-122.25170800000001
3616,Gene Juarez Academy,Mountlake Terrace,98043,47.779174,-122.31281399999999
3617,Bates Technical College,Tacoma,98405,47.251743,-122.44683
3618,Lake Washington Institute of Technology,Kirkland,98034-8506,47.705077,-122.16713100000001
3619,Lower Columbia College,Longview,98632-0310,46.142140000000005,-122.935928
3620,BJ's Beauty & Barber College,Tacoma,98409,47.208428000000005,-122.48338500000001
3621,North Seattle College,Seattle,98103-3599,47.698408,-122.333584
3622,Northwest University,Kirkland,98083-0579,47.657945,-122.19276299999999
3623,Olympic College,Bremerton,98337-1699,47.574769,-122.63511299999999
3624,Perry Technical Institute,Yakima,98903-1296,46.571492,-120.537976
3625,Pacific Lutheran University,Tacoma,98447-0003,47.14516,-122.440421
3626,Peninsula College,Port Angeles,98362,48.101295,-123.412865
3627,University of Puget Sound,Tacoma,98416,47.26308,-122.478982
3628,Renton Technical College,Renton,98056-4123,47.489206,-122.176303
3629,Saint Martin's University,Lacey,98503-7500,47.041068,-122.816354
3630,South Seattle College,Seattle,98106-1499,47.5475,-122.352672
3631,Seattle Central College,Seattle,98122,47.616748,-122.32123100000001
3632,Seattle Pacific University,Seattle,98119-1997,47.650214,-122.361667
3633,Seattle University,Seattle,98122-4340,47.608859,-122.318851
3634,Shoreline Community College,Shoreline,98133-5696,47.747402,-122.358626
3635,Skagit Valley College,Mount Vernon,98273,48.437194,-122.30893999999999
3636,South Puget Sound Community College,Olympia,98512-6292,47.023697999999996,-122.929578
3637,Spokane Community College,Spokane,99217-5399,47.674034000000006,-117.36006499999999
3638,Spokane Falls Community College,Spokane,99224-5288,47.676741,-117.46353799999999
3639,Stylemaster College of Hair Design,Longview,98632-3027,46.136018,-122.934592
3640,Tacoma Community College,Tacoma,98466-6100,47.244622,-122.52479299999999
3641,Walla Walla Community College,Walla Walla,99362-9267,46.078557,-118.276505
3642,Walla Walla University,College Place,99324-1198,46.048088,-118.389555
3643,Washington State University,Pullman,99164-5910,46.730447999999996,-117.15816799999999
3644,University of Washington-Seattle Campus,Seattle,98195-4550,47.65538,-122.30514
3645,Wenatchee Valley College,Wenatchee,98801-1799,47.431234,-120.337198
3646,Western Washington University,Bellingham,98225-9008,48.737812,-122.48573400000001
3647,Whatcom Community College,Bellingham,98226,48.7939,-122.493253
3648,Whitman College,Walla Walla,99362,46.069815000000006,-118.331546
3649,Whitworth University,Spokane,99251,47.753358,-117.41671399999998
3650,Yakima Valley College,Yakima,98907-2520,46.586098,-120.528525
3651,Alderson Broaddus University,Philippi,26416-2035,39.158066999999996,-80.047728
3652,Appalachian Beauty School,Belfry,41514,37.624479,-82.266793
3653,Appalachian Bible College,Mount Hope,25880-9557,37.853334999999994,-81.198867
3654,B M Spurr School of Practical Nursing,Glen Dale,26038,39.946126,-80.752394
3655,Ben Franklin Career Center,Dunbar,25064,38.367234,-81.75353
3656,Bethany College,Bethany,26032,40.205819,-80.560056
3657,Bluefield State College,Bluefield,24701-2198,37.265732,-81.239037
3658,Cabell County Career Technology Center,Huntington,25705-2827,38.403244,-82.37241800000001
3659,Charleston School of Beauty Culture,Charleston,25301,38.349945,-81.63458299999999
3660,University of Charleston,Charleston,25304,38.333366999999996,-81.616244
3661,Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,26301,39.279875,-80.339054
3662,Concord University,Athens,24712,37.423722999999995,-81.00669599999999
3663,Davis & Elkins College,Elkins,26241-3996,38.931232,-79.84602199999999
3664,Fairmont State University,Fairmont,26554-2470,39.483079,-80.162433
3665,Glenville State College,Glenville,26351-1292,38.93547,-80.834295
3666,Huntington Junior College,Huntington,25701,38.419732,-82.44323399999999
3667,James Rumsey Technical Institute,Martinsburg,25403-0259,39.5328,-77.978583
3668,Ralph R Willis Career and Technical Center,Stollings,25646,37.82694,-81.94289
3669,Marshall University,Huntington,25755,38.422482,-82.42896400000001
3670,Mercer County Technical Education Center,Princeton,24740,37.360023999999996,-81.104647
3671,Meredith Manor International Equestrian Center,Waverly,26184,39.298353999999996,-81.398107
3672,Monongalia County Technical Education Center,Morgantown,26501-6841,39.611165,-79.957275
3673,Morgantown Beauty College Inc,Morgantown,26505-5430,39.628865999999995,-79.954593
3674,Mountain State College,Parkersburg,26101-3993,39.273787,-81.548845
3675,Ohio Valley University,Vienna,26105-8000,39.312447,-81.537808
3676,West Virginia University at Parkersburg,Parkersburg,26104,39.216378999999996,-81.506192
3677,Potomac State College of West Virginia University,Keyser,26726,39.438323,-78.981441
3678,Academy of Careers and Technology,Beckley,25801,37.795299,-81.165435
3679,Salem University,Salem,26426,39.288632,-80.57176700000001
3680,Shepherd University,Shepherdstown,25443,39.433071000000005,-77.804101
3681,Southern West Virginia Community and Technical College,Mount Gay,25637,37.851756,-82.023014
3682,Fred W Eberle Technical Center,Buckhannon,26201,39.001908,-80.225278
3683,West Virginia School of Osteopathic Medicine,Lewisburg,24901,37.804272999999995,-80.43782
3684,West Virginia State University,Institute,25112-1000,38.380541,-81.765034
3685,West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,26506-8062,39.654269,-79.957959
3686,West Liberty University,West Liberty,26074,40.164417,-80.60225600000001
3687,West Virginia University Institute of Technology,Beckley,25801,37.775923999999996,-81.184072
3688,West Virginia Wesleyan College,Buckhannon,26201-2994,38.990660999999996,-80.218969
3689,West Virginia Junior College-Charleston,Charleston,25301,38.348040000000005,-81.63413
3690,West Virginia Junior College-Morgantown,Morgantown,26505,39.63248,-79.95500600000001
3691,International Beauty School 4,Martinsburg,25401,39.456357000000004,-77.965463
3692,West Virginia Northern Community College,Wheeling,26003-3699,40.063318,-80.72126300000001
3693,West Virginia University,Morgantown,26506,39.634371,-79.954391
3694,Wheeling University,Wheeling,26003,40.070873,-80.690804
3695,Wood County School of Practical Nursing,Parkersburg,26104,39.21676,-81.50573
3696,VICI Beauty School,Greenfield,53228,42.969877000000004,-88.049912
3697,Alverno College,Milwaukee,53234-3922,42.982842,-87.965174
3698,Madison Area Technical College,Madison,53704-2599,43.121829999999996,-89.32792099999999
3699,Bellin College,Green Bay,54311,44.468277,-87.921722
3700,Beloit College,Beloit,53511-5595,42.504022,-89.029285
3701,Blackhawk Technical College,Janesville,53547-5009,42.593159,-89.016254
3702,Cardinal Stritch University,Milwaukee,53217-3985,43.139752,-87.90904499999999
3703,Carroll University,Waukesha,53186,43.004527,-88.228114
3704,Carthage College,Kenosha,53140-1994,42.622969,-87.820924
3705,Columbia College of Nursing,Glendale,53212,43.097318,-87.918283
3706,Concordia University-Wisconsin,Mequon,53097-2402,43.253387,-87.91552
3707,Edgewood College,Madison,53711-1997,43.057059,-89.422884
3708,Fox Valley Technical College,Appleton,54912-2277,44.283174,-88.45893000000001
3709,Gateway Technical College,Kenosha,53144-1690,42.605677,-87.846695
3710,The Professional Hair Design Academy,Eau Claire,54701-7633,44.783374,-91.461714
3711,Lakeland University,Plymouth,53073,43.841573,-87.883414
3712,Lakeshore Technical College,Cleveland,53015-1414,43.924774,-87.75454
3713,Lawrence University,Appleton,54911,44.261323,-88.39782199999999
3714,Maranatha Baptist University,Watertown,53094,43.195013,-88.737016
3715,Marian University,Fond Du Lac,54935-4699,43.777411,-88.420638
3716,Marquette University,Milwaukee,53233,43.03903,-87.927961
3717,Medical College of Wisconsin,Milwaukee,53226-0509,43.044527,-88.022674
3718,Mid-State Technical College,Wisconsin Rapids,54494,44.391090999999996,-89.783785
3719,Milwaukee Area Technical College,Milwaukee,53233-1443,43.04359,-87.92081800000001
3720,Milwaukee Institute of Art & Design,Milwaukee,53202-6003,43.030916999999995,-87.907925
3721,Milwaukee School of Engineering,Milwaukee,53202-3109,43.045364,-87.907691
3722,Moraine Park Technical College,Fond du Lac,54936-1940,43.785224,-88.41765600000001
3723,Mount Mary University,Milwaukee,53222-4597,43.072507,-88.030732
3724,Nashotah House,Nashotah,53058-9793,43.082193,-88.423743
3725,Nicolet Area Technical College,Rhinelander,54501-0518,45.609542,-89.425055
3726,Northcentral Technical College,Wausau,54401-1899,44.986458,-89.64636899999999
3727,Northeast Wisconsin Technical College,Green Bay,54307-9042,44.526467,-88.105675
3728,Northland College,Ashland,54806-3999,46.579087,-90.87476
3729,Ripon College,Ripon,54971-0248,43.844134999999994,-88.842333
3730,Sacred Heart Seminary and School of Theology,Franklin,53132,42.910829,-88.04438
3731,Saint Norbert College,De Pere,54115-2099,44.444829999999996,-88.067812
3732,Holy Family College,Manitowoc,54220-9319,44.071038,-87.742961
3733,State College of Beauty Culture Inc,Wausau,54403,44.936911,-89.618062
3734,Southwest Wisconsin Technical College,Fennimore,53809-9778,42.976238,-90.637714
3735,Viterbo University,La Crosse,54601-8804,43.803133,-91.244297
3736,Chippewa Valley Technical College,Eau Claire,54701-6162,44.794866999999996,-91.505675
3737,Waukesha County Technical College,Pewaukee,53072-4601,43.071444,-88.256292
3738,Western Technical College,La Crosse,54601,43.815309,-91.24619100000001
3739,University of Wisconsin-Whitewater,Whitewater,53190-1790,42.835563,-88.742368
3740,Wisconsin Indianhead Technical College,Shell Lake,54871-8727,45.747831,-91.916484
3741,Wisconsin School of Professional Psychology,Milwaukee,53225-4960,43.105340000000005,-88.026735
3742,University of Wisconsin-Eau Claire,Eau Claire,54701,44.798284,-91.501906
3743,University of Wisconsin-Green Bay,Green Bay,54311-7001,44.532298,-87.919973
3744,University of Wisconsin-La Crosse,La Crosse,54601-9959,43.81568,-91.23186
3745,Wisconsin Lutheran College,Milwaukee,53226-4699,43.036943,-88.02271800000001
3746,University of Wisconsin-Oshkosh,Oshkosh,54901,44.026206,-88.549369
3747,University of Wisconsin-Parkside,Kenosha,53144,42.647718,-87.855231
3748,Herzing University-Madison,Madison,53718,43.14415,-89.291561
3749,University of Wisconsin-Stout,Menomonie,54751,44.873187,-91.926653
3750,University of Wisconsin-Superior,Superior,54880-4500,46.717628999999995,-92.09100699999999
3751,University of Wisconsin-Madison,Madison,53706-1380,43.075409,-89.404098
3752,University of Wisconsin-Milwaukee,Milwaukee,53211,43.076848,-87.880488
3753,University of Wisconsin-Platteville,Platteville,53818-3099,42.733451,-90.48621999999999
3754,University of Wisconsin-River Falls,River Falls,54022-5001,44.8534,-92.622641
3755,University of Wisconsin-Stevens Point,Stevens Point,54481-3897,44.529582,-89.570934
3756,Casper College,Casper,82601-4699,42.832788,-106.32671200000001
3757,Central Wyoming College,Riverton,82501,43.030556,-108.42673799999999
3758,Eastern Wyoming College,Torrington,82240-1699,42.079353999999995,-104.190823
3759,Laramie County Community College,Cheyenne,82007-3299,41.104288000000004,-104.778789
3760,Northwest College,Powell,82435-1898,44.760656,-108.761853
3761,Northern Wyoming Community College District,Sheridan,82801,44.763926,-106.94110500000001
3762,Western Wyoming Community College,Rock Springs,82901,41.590964,-109.237126
3763,Cheeks Beauty Academy,Cheyenne,82001-4413,41.134122999999995,-104.816751
3764,WyoTech,Laramie,82070-9519,41.303540000000005,-105.62116100000001
3765,University of Wyoming,Laramie,82071,41.311772999999995,-105.57931
3766,American Samoa Community College,PagoPago,96799-2609,-14.322636,-170.742774
3767,Guam Community College,Mangilao,96913,13.440648999999999,144.808944
3768,University of Guam,Mangilao,96923,13.433047,144.803978
3769,Northern Marianas College,Saipan,96950-1250,15.152247000000001,145.721733
3770,Institute of Beauty Careers,Arecibo,00613,18.468413,-66.719492
3771,Educational Technical College-Recinto de Bayamon,BAYAMON,00961,18.398885,-66.151679
3772,American University of Puerto Rico,Bayamon,00960-2037,18.407058,-66.186631
3773,American University of Puerto Rico,Manati,00674-1082,18.434072,-66.478655
3774,Antilles School of Technical Careers,San Juan,00909,18.438416,-66.059206
3775,Universidad Adventista de las Antillas,Mayaguez,00680-0000,18.205329000000003,-67.11263199999999
3776,Atlantic University College,Guaynabo,00970,18.357395,-66.111714
3777,Universidad Central de Bayamon,Bayamn,00960-1725,18.398864,-66.180773
3778,Columbia Central University-Caguas,Caguas,00726,18.22329,-66.022543
3779,Carlos Albizu University-San Juan,San Juan,00902-3711,18.466573,-66.113908
3780,Caribbean University-Bayamon,Bayamon,00960-0493,18.383136,-66.168315
3781,Caribbean University-Carolina,Carolina,00985,18.380193,-65.960036
3782,Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,00614-4045,18.446006,-66.679114
3783,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,00717-9997,18.00165,-66.617138
3784,CEM College-San Juan,San Juan,00926-1931,18.393955,-66.035797
3785,Universidad Teologica del Caribe,Trujillo Alto,00978-0901,18.373928,-66.01061700000001
3786,Colegio Universitario de San Juan,San Juan,00918,18.428528,-66.066529
3787,Universidad Ana G. Mendez-Cupey Campus,San Juan,00926-2602,18.387183,-66.061647
3788,Conservatory of Music of Puerto Rico,San Juan,00907-3373,18.454016,-66.078811
3789,Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,00901,18.466567,-66.11841
3790,EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,00685,18.334857999999997,-66.990909
3791,Emma's Beauty Academy-Mayaguez,Mayaguez,00680,18.200082000000002,-67.141725
3792,Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,00902-1112,18.467779999999998,-66.121348
3793,Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,00674-1091,18.432962,-66.472476
3794,Huertas College,Caguas,00725,18.236147,-66.025572
3795,Humacao Community College,Humacao,00791,18.148274,-65.82685699999999
3796,ICPR Junior College-Arecibo,Arecibo,00614-0067,18.478059,-66.75932399999999
3797,ICPR Junior College-Mayaguez,Mayaguez,00681-1108,18.202277,-67.144762
3798,Richport Technical College,Gurabo,00778,18.249934,-65.983829
3799,Instituto de Banca y Comercio Inc,Guaynabo,00966-2309,18.385053,-66.107393
3800,Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,00784-0000,17.977897,-66.118728
3801,Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,00717-0306,17.999381,-66.62980400000001
3802,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,00924,18.411097,-66.016003
3803,Inter American University of Puerto Rico-San German,San German,00683,18.08353,-67.05082
3804,Inter American University of Puerto Rico-Aguadilla,Aguadilla,00603,18.467886,-67.12167099999999
3805,Inter American University of Puerto Rico-Arecibo,Arecibo,00614,18.475089999999998,-66.75901
3806,Inter American University of Puerto Rico-Barranquitas,Barranquitas,00794,18.182776999999998,-66.30315300000001
3807,Inter American University of Puerto Rico-Metro,San Juan,00919,18.368988,-66.077711
3808,Inter American University of Puerto Rico-Ponce,Mercedita,00715-1602,18.007388,-66.578498
3809,Inter American University of Puerto Rico-Fajardo,Fajardo,00738-7003,18.329222,-65.648052
3810,Inter American University of Puerto Rico-Guayama,Guayama,00784,17.96635,-66.108164
3811,Inter American University of Puerto Rico-Bayamon,Bayamon,00957-6257,18.351631,-66.182473
3812,Inter American University of Puerto Rico-School of Law,San Juan,00936-8351,18.428145,-66.07265600000001
3813,International Technical College,San Juan,00918-3325,18.416999,-66.057312
3814,Liceo de Arte y Tecnologia,San Juan,00917,18.421013000000002,-66.056421
3815,Modern Hairstyling Institute-Bayamon,Bayamon,00961,18.400060999999997,-66.155872
3816,Modern Hairstyling Institute-Arecibo,Arecibo,00612,18.475820000000002,-66.754059
3817,National University College,Bayamon,00960,18.396872000000002,-66.157027
3818,Ponce Paramedical College Inc,Ponce,00716-2901,18.008256,-66.58971899999999
3819,Ponce Health Sciences University,Ponce,00731-0000,18.0083,-66.589688
3820,University of Puerto Rico-Aguadilla,Aguadilla,00604-6150,18.498652,-67.13793000000001
3821,University of Puerto Rico-Arecibo,Arecibo,00614-4010,18.469199,-66.74114
3822,University of Puerto Rico-Bayamon,Bayamon,00959,18.371398000000003,-66.143541
3823,University of Puerto Rico-Carolina,Carolina,00984-4800,18.392069,-65.990165
3824,University of Puerto Rico-Cayey,Cayey,00737-2230,18.11882,-66.16206600000001
3825,University of Puerto Rico-Humacao,Humacao,00792,18.146589000000002,-65.83860200000001
3826,University of Puerto Rico-Utuado,Utuado,00641,18.254576999999998,-66.72166700000001
3827,University of Puerto Rico-Mayaguez,Mayaguez,00681,18.211142000000002,-67.139172
3828,University of Puerto Rico-Medical Sciences,San Juan,00936-5067,18.396548000000003,-66.074894
3829,University of Puerto Rico-Ponce,Ponce,00716-9996,17.993314,-66.606215
3830,University of Puerto Rico-Rio Piedras,San Juan,00931-0000,18.402826,-66.050009
3831,Universidad Ana G. Mendez-Carolina Campus,Carolina,00985-0985,18.414804999999998,-65.983869
3832,Universidad del Sagrado Corazon,Santurce,00907,18.441166,-66.059617
3833,Seminario Evangelico de Puerto Rico,San Juan,00925,18.407003,-66.052816
3834,Universidad Central Del Caribe,Bayamon,00960-6032,18.366170999999998,-66.153758
3835,Universidad Politecnica de Puerto Rico,Hato Rey,00919,18.422195000000002,-66.056084
3836,Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,00680-1713,18.182375,-67.14569499999999
3837,Universidad Ana G. Mendez-Gurabo Campus,Gurabo,00778-3030,18.239647,-66.006259
3838,College of Micronesia-FSM,Pohnpei,96941,6.909758999999999,158.158189
3839,Palau Community College,Koror,96940,7.343177000000001,134.47374399999998
3840,University of the Virgin Islands,Charlotte Amalie,00802-9990,18.344193,-64.972866
3841,Stanford University,Stanford,94305,37.429434,-122.167359
3842,Purdue University-Main Campus,West Lafayette,47907-2040,40.428206,-86.914435
3843,Blue Hills Regional Technical School,Canton,02021,42.18221,-71.10408100000001
3844,Parker University,Dallas,75229-5668,32.880334999999995,-96.893564
3845,EDP University of Puerto Rico Inc-San Juan,San Juan,00919-2303,18.415375,-66.055403
3846,ICPR Junior College-General Institutional,Hato Rey,00919-0304,18.415291,-66.05712
3847,City College-Fort Lauderdale,Fort Lauderdale,33309,26.187467,-80.1705
3848,Meridian College,Sarasota,34240,27.380724,-82.425309
3849,Georgia State University-Perimeter College,Atlanta,30303-3083,33.753426,-84.385712
3850,Georgia Piedmont Technical College,Clarkston,30021-2397,33.789898,-84.234504
3851,Cortiva Institute-Chicago,Chicago,60602,41.882813,-87.62740699999999
3852,ETI School of Skilled Trades,Willowbrook,60527,41.748334,-87.936249
3853,Trend Setters' Academy of Beauty Culture-Elizabethtown,Elizabethtown,42701,37.703008000000004,-85.882526
3854,Traxlers School of Hair,Jackson,39212,32.268023,-90.261863
3855,Metro Business College-Rolla,Rolla,65401,37.937304,-91.754581
3856,Metro Business College-Jefferson City,Jefferson City,65109,38.588967,-92.25001400000001
3857,Warren County Community College,Washington,07882-4343,40.744811999999996,-75.018309
3858,St. John's College,Santa Fe,87505-4599,35.666973999999996,-105.91247800000001
3859,Bais Medrash Elyon,Monsey,10952,41.114079,-74.06979799999999
3860,Antioch University-Los Angeles,Culver City,90230-7615,33.988533000000004,-118.38445800000001
3861,Antioch University-Santa Barbara,Santa Barbara,93101,34.419203,-119.6958
3862,Antioch University-New England,Keene,03431,42.932344,-72.293798
3863,Antioch University-Seattle,Seattle,98121-1814,47.615916,-122.346318
3864,Antioch University-Midwest,Yellow Springs,45387,39.80321,-83.908684
3865,Mid-America Christian University,Oklahoma City,73170-9797,35.347784999999995,-97.57829699999999
3866,Platt College,Tulsa,74145,36.109468,-95.903824
3867,Ponca City Beauty College,Ponca City,74601,36.73957,-97.06801
3868,Francis Tuttle Technology Center,Oklahoma City,73142-2789,35.60052,-97.640672
3869,Central Technology Center,Drumright,74030,35.994261,-96.58532199999999
3870,Carrington College-Portland,Portland,97232-1309,45.532356,-122.65358300000001
3871,Career Technology Center of Lackawanna County,Scranton,18508,41.452849,-75.652477
3872,Houston Graduate School of Theology,Houston,77035-3602,29.673594,-95.448846
3873,Palo Alto College,San Antonio,78224-2499,29.322955,-98.543468
3874,Sebring Career Schools-Huntsville,Huntsville,77340,30.702548999999998,-95.549878
3875,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,San Antonio,78201,29.493246000000003,-98.551137
3876,Central Texas Beauty College-Round Rock,Round Rock,78664-4604,30.520722999999997,-97.685077
3877,Unification Theological Seminary,New York,10036,40.754309,-73.981154
3878,Athens Technical College,Athens,30601,33.990183,-83.339598
3879,GateWay Community College-Central City,Phoenix,85034-4101,33.435686,-112.05491200000002
3880,Carrington College-San Leandro,San Leandro,94578-1977,37.699627,-122.12567
3881,Headmasters School of Hair Design,Lewiston,83501,46.421026,-117.025943
3882,The Salon Professional Academy-Nampa,Nampa,83686-5104,43.567768,-116.56341299999998
3883,Beckfield College-Florence,Florence,41042,39.017165999999996,-84.641475
3884,Dorsey School of Business-Wayne,Wayne,48184,42.28171,-83.382299
3885,Ecumenical Theological Seminary,Detroit,48201-3035,42.344128999999995,-83.055266
3886,Ross Medical Education Center-Saginaw,Saginaw,48603,43.469473,-83.967884
